model_id,model_name,iters,tournament_loss,champion_in_first_four_count,hit_champion_count,2006_pod,2010_pod,2014_pod,2018_pod,2022_pod,real_champion_probs
xgb,XGBoost,20000,1.9379006615065542,4,3,"{'france': 0.17065, 'england': 0.1524, 'brazil': 0.12335, 'argentina': 0.10185}","{'spain': 0.3371, 'france': 0.1183, 'england': 0.10105, 'brazil': 0.0834}","{'germany': 0.1984, 'spain': 0.19775, 'argentina': 0.1299, 'brazil': 0.12055}","{'brazil': 0.24375, 'germany': 0.16725, 'spain': 0.14595, 'france': 0.09305}","{'argentina': 0.20165, 'brazil': 0.17875, 'france': 0.13605, 'spain': 0.13105}","{2006: 0.04935, 2010: 0.3371, 2014: 0.1984, 2018: 0.09305, 2022: 0.20165}"
