params,feats,avg_loss,avg_acc
"{""n_estimators"": 50, ""max_depth"": 2, ""learning_rate"": 0.1, ""subsample"": 0.7, ""colsample_bytree"": 1.0, ""min_child_weight"": 3}","['att_diff', 'mid_diff', 'def_diff', 'titles_diff']",0.9564096545740568,0.58125
"{""n_estimators"": 200, ""max_depth"": 3, ""learning_rate"": 0.03, ""subsample"": 0.9, ""colsample_bytree"": 0.7, ""min_child_weight"": 5}","['att_diff', 'mid_diff', 'def_diff', 'titles_diff']",0.9565050545194731,0.59375
"{""n_estimators"": 100, ""max_depth"": 2, ""learning_rate"": 0.03, ""subsample"": 1.0, ""colsample_bytree"": 1.0, ""min_child_weight"": 5}","['att_diff', 'mid_diff', 'def_diff', 'titles_diff']",0.956629165949072,0.5875
"{""n_estimators"": 200, ""max_depth"": 3, ""learning_rate"": 0.03, ""subsample"": 0.9, ""colsample_bytree"": 0.7, ""min_child_weight"": 3}","['att_diff', 'mid_diff', 'def_diff', 'titles_diff']",0.9567627098400993,0.596875
"{""n_estimators"": 200, ""max_depth"": 4, ""learning_rate"": 0.01, ""subsample"": 0.7, ""colsample_bytree"": 0.7, ""min_child_weight"": 3}","['att_diff', 'mid_diff', 'def_diff', 'titles_diff']",0.9568032672724435,0.584375
"{""n_estimators"": 100, ""max_depth"": 2, ""learning_rate"": 0.03, ""subsample"": 0.9, ""colsample_bytree"": 1.0, ""min_child_weight"": 5}","['att_diff', 'mid_diff', 'def_diff', 'titles_diff']",0.9570704244554253,0.590625
"{""n_estimators"": 100, ""max_depth"": 2, ""learning_rate"": 0.1, ""subsample"": 0.7, ""colsample_bytree"": 1.0, ""min_child_weight"": 5}","['att_diff', 'mid_diff', 'def_diff', 'titles_diff']",0.9570973420446636,0.590625
"{""n_estimators"": 200, ""max_depth"": 3, ""learning_rate"": 0.01, ""subsample"": 0.7, ""colsample_bytree"": 0.7, ""min_child_weight"": 5}","['att_diff', 'mid_diff', 'def_diff', 'titles_diff']",0.9572370773039044,0.58125
"{""n_estimators"": 50, ""max_depth"": 3, ""learning_rate"": 0.1, ""subsample"": 0.9, ""colsample_bytree"": 0.7, ""min_child_weight"": 3}","['att_diff', 'mid_diff', 'def_diff', 'titles_diff']",0.9574559700520442,0.58125
"{""n_estimators"": 50, ""max_depth"": 2, ""learning_rate"": 0.1, ""subsample"": 0.9, ""colsample_bytree"": 0.7, ""min_child_weight"": 5}","['elo_rating_diff', 'titles_diff']",0.9575020147405932,0.584375
